aptnm(아파트 이름),yyyyqrt(거래년도 분기별),price(가격),con_year(건축년도),dong(동),area(면적),floor(층수),Latitude(위도),Longtitude(경도),gdp,e_grwth(경제성장률),Seoul_l.rate(지가상승률),house_rate(담보대출금리),dis_park(국립 공원과의 거리),dis_highschool(고등학교와의 거리),dis_reconst(재개발 지역과의 거리),dis_univ(대학과의 거리),dis_hospital(종합 병원과의 거리),dis_museum(국립 박물관과의 거리),dis_subway(지하철역과의 거리),brand_r(유명 아파트 브랜드순),n_home(세대수),n_dong(동수),parking_per(세대별 주차장수),Heater(난방 시스템),Yongpae(용적률),Gunpae(건폐율),Highest(최고층),Lowest(최저층)
개포주공1단지,2006Q1,40950,1982,개포동,35.44,1,37.4816825,127.05266,225613,6.3,0.152880864,5.559494632,1173.351063,601.0990799,197.7962871,3307.063295,1356.745357,1283.509673,794.3069082,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,59000,1982,개포동,41.98,1,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,70900,1982,개포동,50.38,1,37.48761,127.0715168,225613,6.3,0.152880864,5.559494632,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,74000,1982,개포동,50.38,2,37.48761,127.0715168,225613,6.3,0.152880864,5.559494632,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,79500,1982,개포동,50.64,5,37.4945807,127.0752747,225613,6.3,0.152880864,5.559494632,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,57000,1982,개포동,41.98,2,37.4762991,127.0564469,225613,6.3,0.152880864,5.559494632,935.0923263,458.4869333,495.6775771,3832.010379,2041.507381,1423.273087,1471.312802,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,80900,1982,개포동,50.64,4,37.4824454,127.0512778,225613,6.3,0.152880864,5.559494632,1034.986868,673.1399658,285.0344148,3165.771715,1231.289066,1361.892898,650.3255553,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,62200,1982,개포동,42.55,5,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,69800,1982,개포동,49.56,4,37.4846093,127.0672747,225613,6.3,0.152880864,5.559494632,1329.369662,277.1834755,0,4499.155637,1733.995826,277.1834755,1160.598717,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,109500,1982,개포동,58.08,2,37.484335,127.0713809,225613,6.3,0.152880864,5.559494632,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,78000,1982,개포동,50.38,5,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,56000,1982,개포동,42.55,1,37.4846093,127.0672747,225613,6.3,0.152880864,5.559494632,1329.369662,277.1834755,0,4499.155637,1733.995826,277.1834755,1160.598717,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,59900,1982,개포동,42.55,2,37.488142,127.0623955,225613,6.3,0.152880864,5.559494632,1552.452879,299.747567,553.8720632,4029.709694,1188.785083,329.9375731,694.5748054,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,60000,1982,개포동,42.55,4,37.4945807,127.0752747,225613,6.3,0.152880864,5.559494632,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,5500,1982,개포동,35.87,5,37.48761,127.0715168,225613,6.3,0.152880864,5.559494632,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,74000,1982,개포동,50.38,2,37.48761,127.0715168,225613,6.3,0.152880864,5.559494632,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,55000,1982,개포동,41.98,5,37.478319,127.0540829,225613,6.3,0.152880864,5.559494632,1235.134703,328.570881,296.3131398,3551.466121,1750.103683,1391.919013,1167.152014,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,55500,1982,개포동,41.98,5,37.4808511,127.0645183,225613,6.3,0.152880864,5.559494632,1350.532562,536.8877873,484.0589479,4341.253268,2015.450648,666.5170725,1379.290407,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,70000,1982,개포동,49.56,1,37.484335,127.0713809,225613,6.3,0.152880864,5.559494632,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,43500,1982,개포동,35.87,5,37.4880007,127.0607254,225613,6.3,0.152880864,5.559494632,1409.708896,351.3483366,690.7997092,3883.528572,1156.356131,460.6884295,574.0730968,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,41600,1982,개포동,35.87,4,37.4838941,127.0559898,225613,6.3,0.152880864,5.559494632,1202.94617,319.319054,187.1043708,3530.867668,1307.505896,915.5318705,778.0227937,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,60000,1982,개포동,41.98,5,37.4808511,127.0645183,225613,6.3,0.152880864,5.559494632,1350.532562,536.8877873,484.0589479,4341.253268,2015.450648,666.5170725,1379.290407,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,58000,1982,개포동,41.98,4,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,77000,1982,개포동,50.64,2,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,60500,1982,개포동,41.98,2,37.4762991,127.0564469,225613,6.3,0.152880864,5.559494632,935.0923263,458.4869333,495.6775771,3832.010379,2041.507381,1423.273087,1471.312802,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,110000,1982,개포동,58.08,2,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,56000,1982,개포동,42.55,3,37.484335,127.0713809,225613,6.3,0.152880864,5.559494632,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,97000,1982,개포동,58.08,3,37.484335,127.0713809,225613,6.3,0.152880864,5.559494632,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,51000,1982,개포동,45.26,4,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,94500,1982,개포동,56.57,5,37.4876843,127.0686394,225613,6.3,0.152880864,5.559494632,1409.027588,278.8862147,0,4583.362055,1525.815007,278.8862147,894.667069,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,59900,1982,개포동,42.55,2,37.488142,127.0623955,225613,6.3,0.152880864,5.559494632,1552.452879,299.747567,553.8720632,4029.709694,1188.785083,329.9375731,694.5748054,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,74000,1982,개포동,50.38,2,37.48761,127.0715168,225613,6.3,0.152880864,5.559494632,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,57000,1982,개포동,42.55,4,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,55000,1982,개포동,41.98,5,37.478319,127.0540829,225613,6.3,0.152880864,5.559494632,1235.134703,328.570881,296.3131398,3551.466121,1750.103683,1391.919013,1167.152014,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,41000,1982,개포동,35.64,4,37.484335,127.0713809,225613,6.3,0.152880864,5.559494632,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,77000,1982,개포동,49.56,2,37.48761,127.0715168,225613,6.3,0.152880864,5.559494632,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,41600,1982,개포동,35.87,4,37.4838941,127.0559898,225613,6.3,0.152880864,5.559494632,1202.94617,319.319054,187.1043708,3530.867668,1307.505896,915.5318705,778.0227937,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,53500,1982,개포동,42.55,2,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,69500,1982,개포동,49.56,5,37.4838941,127.0559898,225613,6.3,0.152880864,5.559494632,1202.94617,319.319054,187.1043708,3530.867668,1307.505896,915.5318705,778.0227937,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,84500,1982,개포동,50.38,2,37.478319,127.0540829,225613,6.3,0.152880864,5.559494632,1235.134703,328.570881,296.3131398,3551.466121,1750.103683,1391.919013,1167.152014,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,54300,1982,개포동,41.98,1,37.478319,127.0540829,225613,6.3,0.152880864,5.559494632,1235.134703,328.570881,296.3131398,3551.466121,1750.103683,1391.919013,1167.152014,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,56000,1982,개포동,41.98,4,37.4876843,127.0686394,225613,6.3,0.152880864,5.559494632,1409.027588,278.8862147,0,4583.362055,1525.815007,278.8862147,894.667069,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,56000,1982,개포동,42.55,3,37.484335,127.0713809,225613,6.3,0.152880864,5.559494632,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,60000,1982,개포동,41.98,1,37.48761,127.0715168,225613,6.3,0.152880864,5.559494632,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,74000,1982,개포동,50.38,2,37.48761,127.0715168,225613,6.3,0.152880864,5.559494632,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,75000,1982,개포동,50.64,2,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,20250,1982,개포동,50.64,3,37.4876843,127.0686394,225613,6.3,0.152880864,5.559494632,1409.027588,278.8862147,0,4583.362055,1525.815007,278.8862147,894.667069,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,122000,1982,개포동,58.08,4,37.4846093,127.0672747,225613,6.3,0.152880864,5.559494632,1329.369662,277.1834755,0,4499.155637,1733.995826,277.1834755,1160.598717,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,76000,1982,개포동,50.38,2,37.4846093,127.0672747,225613,6.3,0.152880864,5.559494632,1329.369662,277.1834755,0,4499.155637,1733.995826,277.1834755,1160.598717,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,58000,1982,개포동,41.98,4,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,55000,1982,개포동,41.98,2,37.4945807,127.0752747,225613,6.3,0.152880864,5.559494632,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,70500,1982,개포동,50.38,1,37.4876843,127.0686394,225613,6.3,0.152880864,5.559494632,1409.027588,278.8862147,0,4583.362055,1525.815007,278.8862147,894.667069,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,55000,1982,개포동,41.98,1,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,59000,1982,개포동,41.98,1,37.4827094,127.0544873,225613,6.3,0.152880864,5.559494632,1188.983774,498.5783461,0,3431.495307,1333.612531,1088.685149,840.8783678,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,44700,1982,개포동,35.64,2,37.4945807,127.0752747,225613,6.3,0.152880864,5.559494632,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,120000,1982,개포동,56.57,2,37.478319,127.0540829,225613,6.3,0.152880864,5.559494632,1235.134703,328.570881,296.3131398,3551.466121,1750.103683,1391.919013,1167.152014,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,55500,1982,개포동,41.98,5,37.4808511,127.0645183,225613,6.3,0.152880864,5.559494632,1350.532562,536.8877873,484.0589479,4341.253268,2015.450648,666.5170725,1379.290407,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,76000,1982,개포동,50.64,5,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,117000,1982,개포동,58.08,5,37.478319,127.0540829,225613,6.3,0.152880864,5.559494632,1235.134703,328.570881,296.3131398,3551.466121,1750.103683,1391.919013,1167.152014,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,84500,1982,개포동,50.38,2,37.478319,127.0540829,225613,6.3,0.152880864,5.559494632,1235.134703,328.570881,296.3131398,3551.466121,1750.103683,1391.919013,1167.152014,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,45000,1982,개포동,35.87,4,37.4845105,127.0542893,225613,6.3,0.152880864,5.559494632,1041.902963,446.3249005,201.2589715,3369.990053,1159.404985,1038.925345,712.9712051,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,59000,1982,개포동,41.98,1,37.4827094,127.0544873,225613,6.3,0.152880864,5.559494632,1188.983774,498.5783461,0,3431.495307,1333.612531,1088.685149,840.8783678,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,59100,1982,개포동,41.98,3,37.4814466,127.0530868,225613,6.3,0.152880864,5.559494632,1216.599721,584.6995844,187.2611035,3350.8331,1396.440857,1261.883815,839.1276888,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,43000,1982,개포동,35.64,5,37.478319,127.0540829,225613,6.3,0.152880864,5.559494632,1235.134703,328.570881,296.3131398,3551.466121,1750.103683,1391.919013,1167.152014,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,59000,1982,개포동,41.98,1,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,43000,1982,개포동,35.64,5,37.478319,127.0540829,225613,6.3,0.152880864,5.559494632,1235.134703,328.570881,296.3131398,3551.466121,1750.103683,1391.919013,1167.152014,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,38700,1982,개포동,35.64,3,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,69250,1982,개포동,50.64,1,37.4816825,127.05266,225613,6.3,0.152880864,5.559494632,1173.351063,601.0990799,197.7962871,3307.063295,1356.745357,1283.509673,794.3069082,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,81000,1982,개포동,50.64,2,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,44500,1982,개포동,35.87,4,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,70000,1982,개포동,50.64,1,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,63000,1982,개포동,42.55,2,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,80900,1982,개포동,50.64,4,37.4824454,127.0512778,225613,6.3,0.152880864,5.559494632,1034.986868,673.1399658,285.0344148,3165.771715,1231.289066,1361.892898,650.3255553,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,70000,1982,개포동,49.56,1,37.484335,127.0713809,225613,6.3,0.152880864,5.559494632,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,41500,1982,개포동,35.64,5,37.4880007,127.0607254,225613,6.3,0.152880864,5.559494632,1409.708896,351.3483366,690.7997092,3883.528572,1156.356131,460.6884295,574.0730968,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,40000,1982,개포동,35.87,1,37.4824454,127.0512778,225613,6.3,0.152880864,5.559494632,1034.986868,673.1399658,285.0344148,3165.771715,1231.289066,1361.892898,650.3255553,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,68500,1982,개포동,49.56,5,37.484335,127.0713809,225613,6.3,0.152880864,5.559494632,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,40950,1982,개포동,35.44,1,37.4816825,127.05266,225613,6.3,0.152880864,5.559494632,1173.351063,601.0990799,197.7962871,3307.063295,1356.745357,1283.509673,794.3069082,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,60500,1982,개포동,41.98,2,37.4762991,127.0564469,225613,6.3,0.152880864,5.559494632,935.0923263,458.4869333,495.6775771,3832.010379,2041.507381,1423.273087,1471.312802,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,73000,1982,개포동,49.56,4,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,119000,1982,개포동,61.57,2,37.4762991,127.0564469,225613,6.3,0.152880864,5.559494632,935.0923263,458.4869333,495.6775771,3832.010379,2041.507381,1423.273087,1471.312802,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,130000,1982,개포동,58.08,4,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,73500,1982,개포동,49.56,3,37.484335,127.0713809,225613,6.3,0.152880864,5.559494632,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,67000,1982,개포동,50.64,2,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,80000,1982,개포동,50.38,3,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
개포주공1단지,2006Q1,95000,1982,개포동,53.63,1,37.4784072,127.061375,225613,6.3,0.152880864,5.559494632,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,5040,124,0.49,개별난방,72,15,5,5
